学号,团队名称,类型,主题,主办单位,开始日期,结束日期,状态,审核人,审核意见
202300247,赴临沂红色基因实践团,企业实习实践,红色基因传承,威海团市委,2024-07-08,2024-07-15,通过,刘志强,佐证材料完整，予以通过
202300247,赴威海黄河流域实践团,校级重点团队,黄河流域生态考察,威海团市委,2025-07-05,2025-07-15,通过,刘志强,佐证材料完整，予以通过
202300248,赴威海社区志愿实践团,返家乡实践,社区志愿服务,威海团市委,2024-07-06,2024-07-16,通过,刘志强,佐证材料完整，予以通过
202300248,赴临沂汽车产业实践团,院级重点团队,汽车产业链调研,校团委,2025-07-02,2025-07-23,通过,刘志强,佐证材料完整，予以通过
202300249,赴济南红色基因实践团,自主实践团队,红色基因传承,汽车工程学院,2024-07-06,2024-07-19,通过,刘志强,佐证材料完整，予以通过
202300249,赴济南海洋生态实践团,返家乡实践,海洋生态保护宣传,汽车工程学院,2025-07-06,2025-07-24,通过,刘志强,符合认定条件，通过
202300250,赴日照企业走访实践团,返家乡实践,企业走访见习,威海团市委,2024-07-10,2024-07-21,通过,刘志强,符合认定条件，通过
202300250,赴泰安企业走访实践团,校级重点团队,企业走访见习,威海团市委,2025-07-02,2025-07-18,通过,刘志强,符合认定条件，通过
202300251,赴德州关爱留守实践团,校级重点团队,关爱留守儿童,威海团市委,2024-07-06,2024-07-22,通过,刘志强,符合认定条件，通过
202300251,赴威海红色基地实践团,校级重点团队,红色基地研学,威海团市委,2025-07-08,2025-07-16,待审核,,
202300252,赴泰安乡村振兴实践团,院级重点团队,乡村振兴调研,威海团市委,2024-07-10,2024-07-19,通过,刘志强,佐证材料完整，予以通过
202300252,赴威海关爱留守实践团,企业实习实践,关爱留守儿童,威海团市委,2025-07-02,2025-07-28,通过,刘志强,符合认定条件，通过
202300253,赴潍坊海洋生态实践团,自主实践团队,海洋生态保护宣传,威海团市委,2024-07-07,2024-07-24,待审核,,
202300253,赴淄博红色基因实践团,院级重点团队,红色基因传承,威海团市委,2025-07-04,2025-07-24,公示中,刘志强,材料齐全，同意认定
202300254,赴潍坊红色基地实践团,院级重点团队,红色基地研学,校团委,2024-07-09,2024-07-18,通过,刘志强,符合认定条件，通过
202300254,赴潍坊黄河流域实践团,校级重点团队,黄河流域生态考察,汽车工程学院,2025-07-04,2025-07-15,通过,刘志强,佐证材料完整，予以通过
202300255,赴日照社区志愿实践团,返家乡实践,社区志愿服务,威海团市委,2024-07-07,2024-07-21,通过,刘志强,佐证材料完整，予以通过
202300255,赴聊城乡村振兴实践团,校级重点团队,乡村振兴调研,威海团市委,2025-07-02,2025-07-25,通过,刘志强,材料齐全，同意认定
202300256,赴聊城科技支农实践团,返家乡实践,科技支农帮扶,汽车工程学院,2024-07-08,2024-07-24,通过,刘志强,符合认定条件，通过
202300256,赴东营关爱留守实践团,返家乡实践,关爱留守儿童,校团委,2025-07-03,2025-07-25,通过,刘志强,佐证材料完整，予以通过
202300257,赴济宁红色基因实践团,自主实践团队,红色基因传承,汽车工程学院,2024-07-04,2024-07-16,通过,刘志强,佐证材料完整，予以通过
202300257,赴济南关爱留守实践团,校级重点团队,关爱留守儿童,威海团市委,2025-07-04,2025-07-20,待审核,,
202300258,赴潍坊科技支农实践团,校级重点团队,科技支农帮扶,校团委,2024-07-01,2024-07-19,待审核,,
202300258,赴烟台乡村振兴实践团,返家乡实践,乡村振兴调研,威海团市委,2025-07-05,2025-07-18,通过,刘志强,佐证材料完整，予以通过
202300259,赴青岛黄河流域实践团,院级重点团队,黄河流域生态考察,校团委,2024-07-01,2024-07-17,通过,刘志强,符合认定条件，通过
202300259,赴泰安海洋生态实践团,企业实习实践,海洋生态保护宣传,威海团市委,2025-07-09,2025-07-24,待审核,,
202300260,赴威海乡村振兴实践团,返家乡实践,乡村振兴调研,校团委,2024-07-04,2024-07-20,通过,刘志强,符合认定条件，通过
202300260,赴泰安乡村振兴实践团,院级重点团队,乡村振兴调研,威海团市委,2025-07-10,2025-07-20,待审核,,
202300261,赴枣庄红色基因实践团,自主实践团队,红色基因传承,汽车工程学院,2024-07-04,2024-07-23,通过,刘志强,佐证材料完整，予以通过
202300261,赴威海海洋生态实践团,返家乡实践,海洋生态保护宣传,威海团市委,2025-07-09,2025-07-22,通过,刘志强,材料齐全，同意认定
202300262,赴德州关爱留守实践团,返家乡实践,关爱留守儿童,汽车工程学院,2024-07-09,2024-07-15,通过,刘志强,佐证材料完整，予以通过
202300262,赴枣庄企业走访实践团,返家乡实践,企业走访见习,校团委,2025-07-09,2025-07-22,通过,刘志强,符合认定条件，通过
202300263,赴聊城企业走访实践团,院级重点团队,企业走访见习,校团委,2024-07-01,2024-07-28,通过,刘志强,佐证材料完整，予以通过
202300263,赴泰安企业走访实践团,自主实践团队,企业走访见习,威海团市委,2025-07-05,2025-07-28,通过,刘志强,佐证材料完整，予以通过
202300264,赴枣庄关爱留守实践团,校级重点团队,关爱留守儿童,威海团市委,2024-07-07,2024-07-18,通过,刘志强,佐证材料完整，予以通过
202300264,赴青岛红色基地实践团,企业实习实践,红色基地研学,威海团市委,2025-07-04,2025-07-27,通过,刘志强,佐证材料完整，予以通过
202300265,赴东营社区志愿实践团,校级重点团队,社区志愿服务,威海团市委,2024-07-03,2024-07-16,通过,刘志强,佐证材料完整，予以通过
202300265,赴济宁红色基因实践团,自主实践团队,红色基因传承,校团委,2025-07-04,2025-07-16,通过,刘志强,材料齐全，同意认定
202300266,赴德州海洋生态实践团,企业实习实践,海洋生态保护宣传,校团委,2024-07-01,2024-07-17,通过,刘志强,材料齐全，同意认定
202300266,赴德州黄河流域实践团,自主实践团队,黄河流域生态考察,汽车工程学院,2025-07-10,2025-07-16,通过,刘志强,符合认定条件，通过
202300267,赴泰安科技支农实践团,自主实践团队,科技支农帮扶,校团委,2024-07-10,2024-07-19,待审核,,
202300267,赴潍坊红色基地实践团,自主实践团队,红色基地研学,威海团市委,2025-07-03,2025-07-28,通过,刘志强,符合认定条件，通过
202300268,赴枣庄汽车产业实践团,企业实习实践,汽车产业链调研,威海团市委,2024-07-01,2024-07-21,通过,刘志强,符合认定条件，通过
202300268,赴东营汽车产业实践团,返家乡实践,汽车产业链调研,威海团市委,2025-07-09,2025-07-19,通过,刘志强,符合认定条件，通过
202300269,赴济宁关爱留守实践团,返家乡实践,关爱留守儿童,威海团市委,2024-07-06,2024-07-19,通过,刘志强,佐证材料完整，予以通过
202300269,赴青岛红色基地实践团,院级重点团队,红色基地研学,威海团市委,2025-07-03,2025-07-25,通过,刘志强,符合认定条件，通过
202300270,赴枣庄乡村振兴实践团,企业实习实践,乡村振兴调研,威海团市委,2024-07-08,2024-07-24,通过,刘志强,材料齐全，同意认定
202300270,赴枣庄黄河流域实践团,返家乡实践,黄河流域生态考察,校团委,2025-07-04,2025-07-23,通过,刘志强,符合认定条件，通过
202300271,赴聊城黄河流域实践团,院级重点团队,黄河流域生态考察,汽车工程学院,2024-07-04,2024-07-24,待审核,,
202300271,赴东营红色基因实践团,院级重点团队,红色基因传承,汽车工程学院,2025-07-09,2025-07-16,通过,赵鹏,材料齐全，同意认定
202300272,赴潍坊社区志愿实践团,企业实习实践,社区志愿服务,校团委,2024-07-10,2024-07-15,通过,赵鹏,材料齐全，同意认定
202300272,赴青岛企业走访实践团,校级重点团队,企业走访见习,校团委,2025-07-10,2025-07-27,通过,赵鹏,符合认定条件，通过
202300273,赴淄博科技支农实践团,返家乡实践,科技支农帮扶,校团委,2024-07-09,2024-07-26,待审核,,
202300273,赴德州社区志愿实践团,企业实习实践,社区志愿服务,威海团市委,2025-07-03,2025-07-24,通过,赵鹏,符合认定条件，通过
202300274,赴潍坊关爱留守实践团,院级重点团队,关爱留守儿童,汽车工程学院,2024-07-09,2024-07-17,通过,赵鹏,材料齐全，同意认定
202300274,赴济南科技支农实践团,企业实习实践,科技支农帮扶,校团委,2025-07-03,2025-07-21,通过,赵鹏,佐证材料完整，予以通过
202300275,赴枣庄乡村振兴实践团,校级重点团队,乡村振兴调研,威海团市委,2024-07-05,2024-07-18,通过,赵鹏,符合认定条件，通过
202300275,赴烟台企业走访实践团,院级重点团队,企业走访见习,威海团市委,2025-07-07,2025-07-22,通过,赵鹏,符合认定条件，通过
202300276,赴日照海洋生态实践团,校级重点团队,海洋生态保护宣传,校团委,2024-07-06,2024-07-24,待审核,,
202300276,赴临沂黄河流域实践团,企业实习实践,黄河流域生态考察,汽车工程学院,2025-07-04,2025-07-26,待审核,,
202300277,赴德州红色基地实践团,企业实习实践,红色基地研学,汽车工程学院,2024-07-05,2024-07-22,通过,赵鹏,佐证材料完整，予以通过
202300277,赴济南关爱留守实践团,院级重点团队,关爱留守儿童,汽车工程学院,2025-07-07,2025-07-24,通过,赵鹏,佐证材料完整，予以通过
202300278,赴临沂社区志愿实践团,院级重点团队,社区志愿服务,校团委,2024-07-08,2024-07-26,待审核,,
202300278,赴烟台红色基因实践团,院级重点团队,红色基因传承,汽车工程学院,2025-07-03,2025-07-25,通过,赵鹏,材料齐全，同意认定
202300279,赴日照海洋生态实践团,校级重点团队,海洋生态保护宣传,汽车工程学院,2024-07-04,2024-07-19,通过,赵鹏,佐证材料完整，予以通过
202300279,赴烟台海洋生态实践团,校级重点团队,海洋生态保护宣传,校团委,2025-07-03,2025-07-18,待审核,,
202300280,赴泰安乡村振兴实践团,返家乡实践,乡村振兴调研,威海团市委,2024-07-04,2024-07-27,通过,赵鹏,佐证材料完整，予以通过
202300280,赴德州社区志愿实践团,企业实习实践,社区志愿服务,校团委,2025-07-06,2025-07-19,公示中,赵鹏,佐证材料完整，予以通过
202300281,赴济南企业走访实践团,院级重点团队,企业走访见习,汽车工程学院,2024-07-05,2024-07-21,通过,赵鹏,佐证材料完整，予以通过
202300281,赴东营企业走访实践团,返家乡实践,企业走访见习,校团委,2025-07-10,2025-07-21,待审核,,
202300282,赴青岛红色基因实践团,院级重点团队,红色基因传承,威海团市委,2024-07-09,2024-07-22,通过,赵鹏,材料齐全，同意认定
202300282,赴青岛海洋生态实践团,自主实践团队,海洋生态保护宣传,汽车工程学院,2025-07-02,2025-07-27,通过,赵鹏,材料齐全，同意认定
202300283,赴德州乡村振兴实践团,自主实践团队,乡村振兴调研,校团委,2024-07-01,2024-07-23,通过,赵鹏,佐证材料完整，予以通过
202300283,赴东营海洋生态实践团,企业实习实践,海洋生态保护宣传,汽车工程学院,2025-07-07,2025-07-23,通过,赵鹏,材料齐全，同意认定
202300284,赴济南红色基因实践团,自主实践团队,红色基因传承,汽车工程学院,2024-07-05,2024-07-28,通过,赵鹏,符合认定条件，通过
202300284,赴青岛关爱留守实践团,返家乡实践,关爱留守儿童,校团委,2025-07-01,2025-07-17,通过,赵鹏,材料齐全，同意认定
202300285,赴淄博关爱留守实践团,返家乡实践,关爱留守儿童,校团委,2024-07-09,2024-07-23,通过,赵鹏,佐证材料完整，予以通过
202300285,赴潍坊黄河流域实践团,自主实践团队,黄河流域生态考察,威海团市委,2025-07-04,2025-07-19,通过,赵鹏,佐证材料完整，予以通过
202300286,赴泰安乡村振兴实践团,返家乡实践,乡村振兴调研,校团委,2024-07-01,2024-07-19,公示中,赵鹏,材料齐全，同意认定
202300286,赴威海企业走访实践团,自主实践团队,企业走访见习,校团委,2025-07-10,2025-07-15,通过,赵鹏,符合认定条件，通过
202300287,赴淄博红色基地实践团,自主实践团队,红色基地研学,校团委,2024-07-10,2024-07-27,通过,赵鹏,符合认定条件，通过
202300287,赴威海汽车产业实践团,自主实践团队,汽车产业链调研,汽车工程学院,2025-07-10,2025-07-16,通过,赵鹏,材料齐全，同意认定
202300288,赴青岛社区志愿实践团,院级重点团队,社区志愿服务,汽车工程学院,2024-07-09,2024-07-20,待审核,,
202300288,赴济宁乡村振兴实践团,校级重点团队,乡村振兴调研,校团委,2025-07-08,2025-07-17,通过,赵鹏,佐证材料完整，予以通过
202300289,赴威海社区志愿实践团,校级重点团队,社区志愿服务,威海团市委,2024-07-10,2024-07-27,通过,赵鹏,符合认定条件，通过
202300289,赴济南黄河流域实践团,院级重点团队,黄河流域生态考察,校团委,2025-07-07,2025-07-17,待审核,,
202300290,赴聊城汽车产业实践团,院级重点团队,汽车产业链调研,校团委,2024-07-07,2024-07-18,通过,赵鹏,符合认定条件，通过
202300290,赴烟台关爱留守实践团,校级重点团队,关爱留守儿童,威海团市委,2025-07-05,2025-07-20,通过,赵鹏,符合认定条件，通过
